epoch,loss,loss_cls,loss_reg
1,3.4222509525716305,0.6952811423689127,2.726969800889492
2,3.2115611508488655,0.6966887284070253,2.514872394502163
3,3.043600596487522,0.6934191789478064,2.3501814007759094
4,2.0939965825527906,0.6913591418415308,1.4026374449022114
5,1.353795863687992,0.6932818051427603,0.6605140548199415
6,1.29234067350626,0.6849063262343407,0.6074343402869999
7,1.2601143941283226,0.6802093777805567,0.5799050289206207
8,1.2379878554493189,0.6762689743191004,0.5617188820615411
9,1.2305215056985617,0.6700780242681503,0.5604434767737985
10,1.212532613426447,0.664800975471735,0.5477316454052925
11,1.1820092126727104,0.6598051115870476,0.522204093169421
12,1.157754760235548,0.6515746880322695,0.506180064752698
13,1.159592267125845,0.647238003090024,0.5123542556539178
14,1.1234345976263285,0.6380781661719084,0.4853564347140491
15,1.0968979224562645,0.6312135551124811,0.4656843701377511
16,1.0614397022873163,0.6191960908472538,0.4422436098684557
17,1.0520157143473625,0.5929600335657597,0.45905567426234484
18,0.9902392290532589,0.5634439401328564,0.4267952935770154
19,0.946529557928443,0.5431048301979899,0.4034247323870659
20,0.9173322673887014,0.5198820102959871,0.39745026268064976
21,0.8669893015176058,0.4984143329784274,0.36857496201992035
22,0.8317818138748407,0.47792415227741003,0.353857662063092
23,0.7895699869841337,0.4598263683728874,0.32974361861124635
24,0.7601966299116611,0.45114205218851566,0.3090545730665326
25,0.7039576638489962,0.4302512686699629,0.273706394713372
26,0.6720312442630529,0.40923523623496294,0.26279601315036416
27,0.6006762804463506,0.36996449902653694,0.2307117753662169
28,0.5392003301531076,0.3352402597665787,0.20396006657392718
29,0.4667144399136305,0.2769154696725309,0.18979897384997457
30,0.3975598430261016,0.22516883490607142,0.17239100841106847
31,0.33961284067481756,0.18194326804950833,0.15766957378946245
32,0.30509853456169367,0.15216391067951918,0.15293462527915835
33,0.26662789983674884,0.1255208282964304,0.14110707200597972
34,0.24590989295393229,0.11287666962016374,0.1330332257784903
35,0.2307060919702053,0.10275234060827643,0.12795375345740467
36,0.20606055815005675,0.08942985569592565,0.1166307024541311
37,0.19261358468793333,0.08422511676326394,0.10838846588740125
38,0.1869293083436787,0.08270680566783994,0.1042225023265928
39,0.178830222110264,0.07578153937356547,0.10304868349339813
40,0.16132311522960663,0.06764156534336507,0.09368154924595729
41,0.16459762176964432,0.06879600696265697,0.09580161521444097
42,0.14886925334576517,0.06455865333555266,0.08431060099974275
43,0.13756168715190142,0.05847157712560147,0.0790901095897425
44,0.14265630999580026,0.06309111788868904,0.07956519251456484
45,0.12918361561605707,0.05460273317294195,0.07458088193379808
46,0.12104175251442939,0.05312346506980248,0.0679182875319384
47,0.1166227845242247,0.052980785665567964,0.0636419987276895
48,0.11058572673937306,0.05030433106003329,0.06028139521367848
49,0.10718551801983267,0.04829527336551109,0.05889024544740096
50,0.11118419992271811,0.056133707985281944,0.05505049167550169
51,0.10333994904067367,0.046808824758045375,0.056531124078901485
52,0.09753548307344317,0.04256149285356514,0.054973990976577625
53,0.09577157953754067,0.04853314982028678,0.04723842939711176
54,0.09435250598471612,0.04532830152311362,0.04902420466532931
55,0.09694815130205825,0.047653607645770535,0.049294544267468154
56,0.09712854598183185,0.045191903598606586,0.05193664159742184
57,0.07962366461288184,0.037925988261122257,0.04169767702114768
58,0.07733660144731402,0.035637630149722155,0.04169897131214384
59,0.08193986280821264,0.037562191719189286,0.04437767108902335
60,0.07742799265542999,0.038722478988347575,0.038705514307366684
61,0.07516837306320667,0.03762402795837261,0.03754434498841874
62,0.07767365098698065,0.04159348859684542,0.036080162768485025
63,0.0676018995945924,0.03393595074885525,0.03366594887484098
64,0.07617877930169925,0.04049387040140573,0.03568490837642457
65,0.073266452527605,0.0411901626503095,0.032076289789984
66,0.059907216578722,0.03185791035502916,0.028049305925378576
67,0.05973221603198908,0.03201431680645328,0.027717899502022192
68,0.06468960555503145,0.03529588847595733,0.029393717195489444
69,0.07159678189782426,0.04359450201445725,0.028002279563224874
70,0.061761992692481726,0.03659779010922648,0.025164202248561196
71,0.06535616522887722,0.036522006877930835,0.028834158758400008
72,0.054813578637549654,0.02971605401398847,0.02509752476180438
73,0.06013972108485177,0.03582925295631867,0.024310468608746305
74,0.04615592127083801,0.027042232861276716,0.019113688220386393
75,0.05106100969715044,0.030605406398535706,0.020455602993024513
76,0.047611484362278134,0.027810930287159863,0.019800554069661302
