epoch,loss,loss_cls,loss_reg
1,4.677171275019646,0.700617678463459,3.976553626358509
2,4.324678182601929,0.6975563932210207,3.6271217986941338
3,3.7114904522895813,0.6950784493237734,3.0164120122790337
4,3.1945450976490974,0.6875368189066648,2.50700830668211
5,2.8785295113921165,0.6688002869486809,2.2097292318940163
6,2.6299127116799355,0.635886887088418,1.994025819003582
7,2.5511160865426064,0.6089044194668531,1.942211665213108
8,2.445764794945717,0.5803231000900269,1.865441706031561
9,2.3019144535064697,0.5595995178446174,1.7423149440437555
10,2.1724729612469673,0.5309393415227532,1.6415336057543755
11,1.962106205523014,0.49546414613723755,1.4666420510038733
12,1.790243998169899,0.4607751155272126,1.3294688761234283
13,1.5303980112075806,0.4167883489280939,1.1136096697300673
14,1.244104579091072,0.38411062117666006,0.8599939588457346
15,1.149729521945119,0.36667626164853573,0.78305325191468
16,1.0939008835703135,0.3500513955950737,0.743849485181272
17,1.0409060008823872,0.34460047353059053,0.6963055282831192
18,1.0423502940684557,0.3319635773077607,0.7103867083787918
19,0.9938689954578876,0.3204883486032486,0.6733806449919939
20,0.9941765777766705,0.3224227544851601,0.6717538265511394
21,0.9950806237757206,0.30534493550658226,0.6897356864064932
22,0.9671531040221453,0.30687447264790535,0.6602786323055625
23,0.9581182487308979,0.2903264295309782,0.6677918154746294
24,0.9399578012526035,0.28422122029587626,0.6557365842163563
25,0.9352591075003147,0.2757599148899317,0.659499192610383
26,0.9493260709568858,0.2715865019708872,0.6777395689859986
27,0.9173886552453041,0.2727614822797477,0.644627177156508
28,0.9013147177174687,0.2582146883942187,0.6431000325828791
29,0.9061078689992428,0.25808929512277246,0.6480185762047768
30,0.8900870680809021,0.2449693502858281,0.6451177191920578
31,0.8901508841663599,0.2470101942308247,0.6431406941264868
32,0.8794982619583607,0.23887139512225986,0.6406268682330847
33,0.8626210894435644,0.23724241787567735,0.6253786673769355
34,0.8703109044581652,0.2311308439821005,0.6391800614073873
35,0.8534848289564252,0.22475978825241327,0.6287250500172377
36,0.8331049811094999,0.21872156439349055,0.6143834171816707
37,0.8280853126198053,0.21608052775263786,0.6120047835865989
38,0.8206117376685143,0.21117351204156876,0.6094382223673165
39,0.8237862912937999,0.20710408361628652,0.6166822044178843
40,0.8233246551826596,0.2079050235915929,0.6154196364805102
41,0.8249380085617304,0.19776433520019054,0.6271736780181527
42,0.8127911277115345,0.19945176830515265,0.6133393598720431
43,0.8230305714532733,0.19888100307434797,0.6241495693102479
44,0.7979376576840878,0.18448637588880956,0.6134512834250927
45,0.7926290798932314,0.19247564254328609,0.6001534345559776
46,0.7844789754599333,0.17989610019139946,0.6045828787609935
47,0.7776077836751938,0.1834242958575487,0.5941834878176451
48,0.7710288073867559,0.1724389810115099,0.5985898310318589
49,0.776816469617188,0.1735905024688691,0.6032259669154882
50,0.7630894118919969,0.17640429199673235,0.5866851224564016
51,0.7637357898056507,0.1637362544424832,0.5999995400197804
52,0.7549695437774062,0.17827531835064292,0.5766942240297794
53,0.7597991842776537,0.1652705108281225,0.5945286825299263
54,0.7572476975619793,0.15889978618361056,0.5983479111455381
55,0.7562288325279951,0.15853814035654068,0.597690693102777
56,0.7648336961865425,0.15644034766592085,0.6083933501504362
57,0.7478083502501249,0.15212481934577227,0.5956835341639817
58,0.728781059384346,0.14875541953369975,0.5800256347283721
59,0.7308506490662694,0.1512691844254732,0.5795814665034413
60,0.7343132933601737,0.14876830810680985,0.5855449829250574
61,0.718997891061008,0.13846696447581053,0.5805309265851974
62,0.7145199477672577,0.14694195613265038,0.5675779939629138
63,0.7268203794956207,0.14166720490902662,0.5851531801745296
64,0.7172276740893722,0.13301860727369785,0.584209069609642
